Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2024-01-01T00:00,0.687,1.220,4.415,8.565,92.00,25.400
2024-01-01T00:30,0.764,1.300,4.217,4.213,97.00,25.400
2024-01-01T01:00,0.749,1.330,4.384,4.126,97.00,25.350
2024-01-01T01:30,0.784,1.290,4.257,4.304,95.00,25.350
2024-01-01T02:00,0.835,1.400,4.239,5.415,97.00,25.350
2024-01-01T02:30,0.900,1.680,4.328,5.342,90.00,25.400
2024-01-01T03:00,0.968,1.410,4.582,5.053,88.00,25.400
2024-01-01T03:30,0.948,1.850,4.418,5.180,91.00,25.400
2024-01-01T04:00,0.944,1.770,4.653,5.330,105.00,25.400
2024-01-01T04:30,0.956,1.590,4.606,5.111,87.00,25.450
2024-01-01T05:00,0.975,1.730,4.703,5.327,99.00,25.450
2024-01-01T05:30,0.935,1.750,4.650,5.949,95.00,25.400
2024-01-01T06:00,0.958,1.760,4.634,5.299,88.00,25.450
2024-01-01T06:30,0.967,1.600,4.753,5.301,98.00,25.450
2024-01-01T07:00,0.922,1.520,4.771,5.448,95.00,25.450
2024-01-01T07:30,0.988,1.580,4.811,5.628,99.00,25.500
2024-01-01T08:00,0.962,1.650,4.979,5.247,95.00,25.500
2024-01-01T08:30,0.949,1.430,5.042,5.988,99.00,25.550
2024-01-01T09:00,0.920,1.790,4.828,5.613,94.00,25.550
2024-01-01T09:30,0.919,1.430,4.929,5.969,87.00,25.550
2024-01-01T10:00,0.960,1.530,4.906,5.959,98.00,25.550
2024-01-01T10:30,1.034,1.770,4.925,5.979,92.00,25.550
2024-01-01T11:00,1.022,1.760,4.806,5.954,92.00,25.550
2024-01-01T11:30,1.059,1.840,4.912,5.660,87.00,25.550
2024-01-01T12:00,1.139,1.830,4.469,5.931,94.00,25.500
2024-01-01T12:30,1.192,2.532,4.317,5.492,122.00,25.500
2024-01-01T13:00,1.315,2.260,4.291,6.884,130.00,25.450
2024-01-01T13:30,1.323,2.344,4.452,5.946,125.00,25.400
2024-01-01T14:00,1.350,2.180,4.317,4.713,160.00,25.350
2024-01-01T14:30,1.293,2.070,4.491,5.054,154.00,25.300
2024-01-01T15:00,1.391,2.613,4.517,4.929,146.00,25.300
2024-01-01T15:30,1.382,2.420,4.516,5.066,-99.9,25.250
2024-01-01T16:00,1.343,2.465,4.329,4.690,150.00,25.200
2024-01-01T16:30,1.219,2.125,4.477,5.420,126.00,25.150
2024-01-01T17:00,1.237,2.250,4.790,7.018,101.00,25.150
2024-01-01T17:30,1.153,1.830,4.719,6.782,125.00,25.100
2024-01-01T18:00,1.181,2.110,4.917,7.272,123.00,25.050
2024-01-01T18:30,1.215,2.230,4.751,6.801,125.00,25.050
2024-01-01T19:00,1.143,2.100,4.783,5.937,123.00,25.100
2024-01-01T19:30,1.132,1.780,4.841,5.676,105.00,25.000
2024-01-01T20:00,1.151,2.240,4.749,7.300,97.00,24.950
2024-01-01T20:30,1.121,1.760,4.780,5.962,97.00,25.000
2024-01-01T21:00,1.086,1.820,4.547,6.107,120.00,24.950
2024-01-01T21:30,1.137,1.940,4.515,6.784,108.00,24.900
2024-01-01T22:00,1.154,1.910,4.335,7.553,122.00,25.000
2024-01-01T22:30,1.286,2.070,4.663,7.230,120.00,25.000
2024-01-01T23:00,1.405,2.410,4.720,7.310,123.00,25.000
2024-01-01T23:30,1.360,2.230,4.714,7.771,122.00,25.000
2024-01-02T00:00,1.328,2.100,4.732,7.295,120.00,25.000
2024-01-02T00:30,1.293,2.340,4.908,7.367,122.00,24.950
2024-01-02T01:00,1.380,2.300,5.204,6.978,119.00,24.950
2024-01-02T01:30,1.366,2.310,4.987,7.887,115.00,24.950
2024-01-02T02:00,1.415,2.690,5.172,7.323,126.00,24.950
2024-01-02T02:30,1.526,2.870,5.156,6.155,109.00,24.950
2024-01-02T03:00,1.563,2.420,5.290,8.435,113.00,24.900
2024-01-02T03:30,1.630,2.550,5.219,6.643,97.00,24.900
2024-01-02T04:00,1.607,2.940,5.536,7.221,99.00,24.750
2024-01-02T04:30,1.665,3.510,5.650,7.404,95.00,24.550
2024-01-02T05:00,1.891,3.920,5.831,7.808,111.00,24.750
2024-01-02T05:30,1.987,3.090,5.863,8.105,112.00,24.750
2024-01-02T06:00,1.990,3.450,6.041,7.110,108.00,24.750
2024-01-02T06:30,2.362,3.600,6.436,8.123,94.00,24.650
2024-01-02T07:00,2.078,3.100,6.410,8.170,99.00,24.650
2024-01-02T07:30,2.018,2.950,6.058,7.834,97.00,24.600
2024-01-02T08:00,2.143,3.250,6.567,8.112,95.00,24.700
2024-01-02T08:30,2.041,3.320,5.778,7.880,85.00,24.750
2024-01-02T09:00,2.136,3.610,5.992,7.872,90.00,24.750
2024-01-02T09:30,2.099,4.000,5.836,7.629,92.00,24.750
2024-01-02T10:00,2.020,2.870,5.773,7.562,98.00,24.750
2024-01-02T10:30,1.999,3.360,5.495,7.943,101.00,24.800
2024-01-02T11:00,2.032,3.472,5.442,7.879,105.00,24.850
2024-01-02T11:30,2.056,4.789,5.503,7.972,97.00,24.850
2024-01-02T12:00,2.067,3.320,5.401,7.845,102.00,24.850
2024-01-02T12:30,2.185,3.872,5.318,7.824,99.00,24.850
2024-01-02T13:00,2.292,3.520,5.526,7.871,102.00,24.800
2024-01-02T13:30,2.264,3.778,5.538,7.562,111.00,24.800
2024-01-02T14:00,2.467,3.908,5.814,8.100,105.00,24.750
2024-01-02T14:30,2.464,4.500,5.591,7.850,115.00,24.700
2024-01-02T15:00,2.591,4.726,5.910,8.829,118.00,24.750
2024-01-02T15:30,2.636,4.668,5.940,8.126,109.00,24.750
2024-01-02T16:00,2.477,4.749,5.715,7.347,109.00,24.750
2024-01-02T16:30,2.527,3.970,6.002,7.965,111.00,24.800
2024-01-02T17:00,2.380,3.690,5.891,8.868,113.00,24.800
2024-01-02T17:30,2.214,3.329,5.590,7.959,116.00,24.850
2024-01-02T18:00,2.570,4.702,5.887,8.487,113.00,24.900
2024-01-02T18:30,2.548,5.102,5.905,8.512,115.00,24.850
2024-01-02T19:00,2.491,3.880,5.772,8.471,109.00,24.850
2024-01-02T19:30,2.363,3.510,5.580,8.502,115.00,24.850
2024-01-02T20:00,2.294,3.896,5.504,8.539,116.00,24.850
2024-01-02T20:30,2.445,4.000,5.793,8.537,106.00,24.850
2024-01-02T21:00,2.300,4.070,5.771,8.321,108.00,24.850
2024-01-02T21:30,2.294,3.730,5.729,8.421,113.00,24.850
2024-01-02T22:00,2.260,3.820,5.657,7.832,118.00,24.850
2024-01-02T22:30,2.254,4.250,5.837,8.425,99.00,24.850
2024-01-02T23:00,1.995,3.462,5.615,8.519,112.00,24.850
2024-01-02T23:30,1.986,3.460,5.800,7.993,105.00,24.850
2024-01-03T00:00,1.877,3.042,5.535,8.475,106.00,24.850
2024-01-03T00:30,1.946,3.529,5.601,7.894,104.00,24.850
2024-01-03T01:00,2.014,3.290,5.602,8.411,106.00,24.850
2024-01-03T01:30,1.870,3.320,5.627,8.191,106.00,24.800
2024-01-03T02:00,1.834,3.019,5.655,8.261,104.00,24.800
2024-01-03T02:30,1.881,3.910,5.636,8.231,99.00,24.800
2024-01-03T03:00,1.834,3.340,5.530,8.114,95.00,24.850
2024-01-03T03:30,1.758,2.670,5.552,7.288,104.00,24.850
2024-01-03T04:00,1.641,2.750,5.660,8.206,106.00,24.850
2024-01-03T04:30,1.635,2.515,5.564,7.872,98.00,24.850
2024-01-03T05:00,1.496,2.780,5.323,8.196,95.00,24.850
2024-01-03T05:30,1.637,2.630,5.738,8.206,98.00,24.900
2024-01-03T06:00,1.712,3.090,5.863,7.902,102.00,24.900
2024-01-03T06:30,1.609,2.590,5.886,8.064,104.00,24.900
2024-01-03T07:00,1.481,2.490,5.300,8.129,102.00,24.900
2024-01-03T07:30,1.612,2.500,5.438,7.905,102.00,24.950
2024-01-03T08:00,1.564,2.710,5.357,7.274,97.00,24.950
2024-01-03T08:30,1.597,2.790,5.334,8.177,99.00,24.950
2024-01-03T09:00,1.560,2.400,5.168,8.179,101.00,25.000
2024-01-03T09:30,1.467,2.410,5.046,7.501,104.00,25.000
2024-01-03T10:00,1.522,2.574,5.203,8.115,101.00,25.050
2024-01-03T10:30,1.476,2.490,5.395,8.549,95.00,25.100
2024-01-03T11:00,1.430,2.330,5.267,7.282,98.00,25.100
2024-01-03T11:30,1.501,2.510,5.569,8.168,101.00,25.150
2024-01-03T12:00,1.426,2.570,5.585,8.529,90.00,25.250
2024-01-03T12:30,1.308,1.879,5.341,8.238,90.00,25.300
2024-01-03T13:00,1.296,1.920,5.312,8.000,85.00,25.300
2024-01-03T13:30,1.338,2.430,5.473,8.139,94.00,25.400
2024-01-03T14:00,1.310,2.270,5.485,7.824,95.00,25.400
2024-01-03T14:30,1.148,2.130,5.162,6.797,94.00,25.400
2024-01-03T15:00,1.220,2.220,5.293,8.082,87.00,25.350
2024-01-03T15:30,1.131,2.050,5.123,7.606,95.00,25.350
2024-01-03T16:00,1.127,2.030,5.176,7.555,91.00,25.550
2024-01-03T16:30,1.205,1.980,5.052,7.939,92.00,25.500
2024-01-03T17:00,1.233,2.330,5.089,7.025,95.00,25.450
2024-01-03T17:30,1.352,2.260,4.971,7.594,90.00,25.350
2024-01-03T18:00,1.285,2.460,4.815,7.851,85.00,25.350
2024-01-03T18:30,1.314,2.210,4.770,7.807,88.00,25.300
2024-01-03T19:00,1.354,2.910,4.922,7.552,87.00,25.200
2024-01-03T19:30,1.246,1.650,4.869,7.291,92.00,25.150
2024-01-03T20:00,1.262,2.050,5.038,7.027,101.00,25.150
2024-01-03T20:30,1.411,2.250,5.216,7.076,101.00,25.100
2024-01-03T21:00,1.269,2.080,4.929,7.294,98.00,25.100
2024-01-03T21:30,1.478,2.690,5.251,7.259,106.00,25.100
2024-01-03T22:00,1.380,2.263,4.998,7.492,109.00,25.100
2024-01-03T22:30,1.361,2.000,5.140,7.276,112.00,25.100
2024-01-03T23:00,1.343,2.260,4.831,7.271,106.00,25.150
2024-01-03T23:30,1.292,2.480,5.073,7.158,105.00,25.100
2024-01-04T00:00,1.266,2.520,4.771,7.310,105.00,25.100
2024-01-04T00:30,1.276,2.160,4.907,7.193,104.00,25.100
2024-01-04T01:00,1.199,1.670,4.965,7.242,97.00,25.100
2024-01-04T01:30,1.110,1.950,4.769,7.033,99.00,25.100
2024-01-04T02:00,1.196,2.120,5.081,7.623,101.00,25.100
2024-01-04T02:30,1.156,1.740,4.912,7.343,98.00,25.100
2024-01-04T03:00,1.049,2.090,4.845,7.801,97.00,25.100
2024-01-04T03:30,1.105,1.950,4.992,7.313,99.00,25.100
2024-01-04T04:00,1.127,2.010,4.920,7.110,94.00,25.100
2024-01-04T04:30,1.089,1.720,4.873,7.346,92.00,25.050
2024-01-04T05:00,1.112,2.210,4.745,7.436,104.00,25.000
2024-01-04T05:30,1.148,2.010,4.992,8.118,106.00,25.000
2024-01-04T06:00,1.143,1.920,5.052,7.267,108.00,25.050
2024-01-04T06:30,1.125,1.690,5.043,7.950,87.00,25.050
2024-01-04T07:00,1.202,1.990,5.183,8.206,97.00,25.050
2024-01-04T07:30,1.077,1.980,5.076,7.614,111.00,25.050
2024-01-04T08:00,1.190,2.120,5.259,7.879,98.00,25.050
2024-01-04T08:30,1.036,1.690,5.158,7.548,112.00,25.100
2024-01-04T09:00,1.100,1.790,5.240,7.919,98.00,25.150
2024-01-04T09:30,1.084,1.970,5.140,7.865,99.00,25.150
2024-01-04T10:00,1.097,1.631,5.124,8.198,109.00,25.200
2024-01-04T10:30,1.061,1.920,5.077,7.329,109.00,25.250
2024-01-04T11:00,1.117,2.360,5.020,7.850,94.00,25.300
2024-01-04T11:30,1.214,2.130,5.768,7.642,102.00,25.350
2024-01-04T12:00,1.091,2.280,5.189,7.804,109.00,25.300
2024-01-04T12:30,1.135,1.850,5.311,7.650,104.00,25.350
2024-01-04T13:00,1.161,1.890,5.489,7.584,109.00,25.350
2024-01-04T13:30,1.166,1.810,5.534,8.072,116.00,25.400
2024-01-04T14:00,1.063,1.730,5.528,8.099,101.00,25.450
2024-01-04T14:30,1.091,1.700,5.942,8.136,118.00,25.500
2024-01-04T15:00,1.094,1.910,5.810,8.877,118.00,25.500
2024-01-04T15:30,1.089,1.710,5.830,8.753,119.00,25.550
2024-01-04T16:00,1.141,1.840,6.094,8.510,122.00,25.500
2024-01-04T16:30,1.072,1.660,5.875,8.809,120.00,25.450
2024-01-04T17:00,1.105,1.720,6.192,8.877,118.00,25.450
2024-01-04T17:30,1.126,1.950,6.081,8.679,116.00,25.400
2024-01-04T18:00,1.199,2.140,6.714,8.501,116.00,25.400
2024-01-04T18:30,1.117,1.730,6.246,8.682,115.00,25.400
2024-01-04T19:00,1.127,2.020,6.157,8.507,115.00,25.400
2024-01-04T19:30,1.119,1.780,6.388,8.497,116.00,25.350
2024-01-04T20:00,1.232,2.010,6.328,8.283,118.00,25.350
2024-01-04T20:30,1.105,1.760,6.250,8.497,122.00,25.350
2024-01-04T21:00,1.100,1.700,6.291,8.489,116.00,25.300
2024-01-04T21:30,1.065,1.990,6.229,7.844,120.00,25.300
2024-01-04T22:00,1.073,1.940,5.941,8.828,111.00,25.300
2024-01-04T22:30,1.035,1.970,6.077,8.493,116.00,25.300
2024-01-04T23:00,0.994,1.740,6.224,7.618,120.00,25.250
2024-01-04T23:30,1.031,1.580,5.986,7.372,116.00,25.250
2024-01-05T00:00,0.929,1.600,5.557,8.598,120.00,25.250
2024-01-05T00:30,0.982,1.540,5.801,7.873,116.00,25.250
2024-01-05T01:00,0.859,1.430,5.552,8.502,122.00,25.250
2024-01-05T01:30,0.848,1.620,5.361,8.488,115.00,25.250
2024-01-05T02:00,0.918,1.470,5.656,8.586,118.00,25.250
2024-01-05T02:30,0.891,1.760,5.622,8.257,98.00,25.250
2024-01-05T03:00,0.849,1.410,5.436,6.558,106.00,25.250
2024-01-05T03:30,0.895,1.480,5.282,8.686,116.00,25.250
2024-01-05T04:00,0.911,1.660,5.268,8.057,115.00,25.250
2024-01-05T04:30,0.925,1.490,5.228,8.214,109.00,25.250
2024-01-05T05:00,0.904,1.470,5.297,8.194,111.00,25.250
2024-01-05T05:30,0.951,1.530,5.339,8.306,111.00,25.250
2024-01-05T06:00,0.854,1.420,4.699,8.204,108.00,25.300
2024-01-05T06:30,0.846,1.570,4.693,7.821,106.00,25.250
2024-01-05T07:00,0.905,1.550,4.721,8.059,104.00,25.300
2024-01-05T07:30,0.905,1.570,4.877,8.150,106.00,25.300
2024-01-05T08:00,0.967,1.850,4.659,8.310,106.00,25.300
2024-01-05T08:30,0.975,1.470,4.662,7.899,104.00,25.350
2024-01-05T09:00,0.975,1.620,4.579,7.837,102.00,25.400
2024-01-05T09:30,0.973,1.600,4.596,8.132,88.00,25.400
2024-01-05T10:00,0.934,1.750,4.438,7.673,101.00,25.400
2024-01-05T10:30,0.989,1.760,4.431,7.878,97.00,25.450
2024-01-05T11:00,1.072,1.920,4.501,7.606,92.00,25.450
2024-01-05T11:30,0.939,1.800,4.284,7.748,99.00,25.500
2024-01-05T12:00,0.965,1.760,4.699,7.795,109.00,25.450
2024-01-05T12:30,0.970,1.580,4.628,7.726,106.00,25.500
2024-01-05T13:00,1.030,1.930,4.469,7.373,105.00,25.650
2024-01-05T13:30,1.016,1.680,4.475,7.517,95.00,25.600
2024-01-05T14:00,1.053,2.070,4.619,7.510,102.00,25.600
2024-01-05T14:30,1.041,1.740,4.559,7.253,106.00,25.550
2024-01-05T15:00,1.015,1.920,4.636,7.054,104.00,25.550
2024-01-05T15:30,0.955,1.680,4.620,7.258,99.00,25.500
2024-01-05T16:00,1.032,1.600,4.677,7.327,97.00,25.600
2024-01-05T16:30,0.923,1.690,4.299,7.094,99.00,25.550
2024-01-05T17:00,0.999,1.630,4.648,7.536,102.00,25.500
2024-01-05T17:30,1.025,1.590,4.313,7.037,97.00,25.400
2024-01-05T18:00,1.113,1.890,4.497,6.607,98.00,25.450
2024-01-05T18:30,1.117,1.780,4.559,6.709,98.00,25.400
2024-01-05T19:00,1.123,1.780,4.421,6.069,95.00,25.400
2024-01-05T19:30,1.156,2.140,4.612,6.815,102.00,25.350
2024-01-05T20:00,1.184,2.120,4.344,6.572,105.00,25.350
2024-01-05T20:30,1.145,1.860,4.289,4.706,108.00,25.350
2024-01-05T21:00,1.223,2.220,4.613,5.193,115.00,25.400
2024-01-05T21:30,1.225,2.012,4.533,5.799,106.00,25.400
2024-01-05T22:00,1.162,1.970,4.459,6.732,113.00,25.400
2024-01-05T22:30,1.204,2.160,4.465,6.405,99.00,25.400
2024-01-05T23:00,1.136,1.900,4.390,7.483,115.00,25.400
2024-01-05T23:30,1.126,1.930,4.387,6.527,106.00,25.400
2024-01-06T00:00,1.234,2.060,4.359,7.521,101.00,25.400
2024-01-06T00:30,1.133,1.790,4.181,4.818,99.00,25.400
2024-01-06T01:00,1.349,2.670,4.445,4.561,151.00,25.400
2024-01-06T01:30,1.263,2.110,4.410,5.298,120.00,25.400
2024-01-06T02:00,1.146,1.760,4.479,4.713,133.00,25.400
2024-01-06T02:30,1.181,2.340,4.525,4.943,161.00,25.400
2024-01-06T03:00,1.074,2.060,4.267,4.497,153.00,25.400
2024-01-06T03:30,1.165,1.870,4.488,6.563,160.00,25.350
2024-01-06T04:00,1.169,1.900,4.476,5.477,104.00,25.350
2024-01-06T04:30,1.273,2.120,4.312,5.035,109.00,25.350
2024-01-06T05:00,1.477,2.366,4.636,5.250,143.00,25.350
2024-01-06T05:30,1.428,2.770,4.484,5.096,140.00,25.350
2024-01-06T06:00,1.520,2.360,4.699,5.451,143.00,25.350
2024-01-06T06:30,1.428,2.589,4.528,5.797,135.00,25.350
2024-01-06T07:00,1.423,2.780,4.625,5.323,129.00,25.350
2024-01-06T07:30,1.436,2.458,4.400,5.311,126.00,25.350
2024-01-06T08:00,1.676,3.266,4.723,5.626,144.00,25.350
2024-01-06T08:30,1.605,2.615,4.809,5.444,146.00,25.350
2024-01-06T09:00,1.690,2.840,4.783,6.158,119.00,25.350
2024-01-06T09:30,1.559,2.270,4.838,5.973,158.00,25.400
2024-01-06T10:00,1.558,2.515,4.654,4.922,149.00,25.450
2024-01-06T10:30,1.474,2.410,4.542,5.053,112.00,25.450
2024-01-06T11:00,1.458,3.135,4.488,5.324,160.00,25.500
2024-01-06T11:30,1.357,2.740,4.568,7.524,160.00,25.500
2024-01-06T12:00,1.354,2.340,4.370,5.074,160.00,25.550
2024-01-06T12:30,1.139,1.840,4.392,5.534,161.00,25.500
2024-01-06T13:00,1.077,1.870,4.581,7.253,153.00,25.550
2024-01-06T13:30,1.120,1.650,4.198,4.294,98.00,25.550
2024-01-06T14:00,1.366,2.220,4.392,5.970,140.00,25.550
2024-01-06T14:30,1.634,2.625,4.705,4.966,133.00,25.550
2024-01-06T15:00,1.676,3.131,4.709,5.313,137.00,25.550
2024-01-06T15:30,1.725,3.390,4.731,5.971,135.00,25.550
2024-01-06T16:00,1.629,2.520,4.776,6.025,126.00,25.550
2024-01-06T16:30,1.635,2.970,4.732,6.758,120.00,25.550
2024-01-06T17:00,1.683,2.880,4.989,6.135,128.00,25.550
2024-01-06T17:30,1.658,2.659,4.923,6.561,112.00,25.550
2024-01-06T18:00,1.681,2.630,5.019,6.581,109.00,25.550
2024-01-06T18:30,1.490,2.800,4.694,6.812,115.00,25.550
2024-01-06T19:00,1.663,2.900,4.943,6.776,105.00,25.600
2024-01-06T19:30,1.574,2.420,4.828,6.757,109.00,25.600
2024-01-06T20:00,1.560,2.360,4.701,6.155,108.00,25.600
2024-01-06T20:30,1.648,3.294,5.052,7.249,102.00,25.600
2024-01-06T21:00,1.684,2.780,4.833,5.988,111.00,25.600
2024-01-06T21:30,1.569,3.440,4.786,5.793,104.00,25.600
2024-01-06T22:00,1.491,2.580,4.924,6.625,108.00,25.600
2024-01-06T22:30,1.544,2.770,4.932,6.532,108.00,25.600
2024-01-06T23:00,1.575,2.530,5.204,8.633,109.00,25.650
2024-01-06T23:30,1.479,2.190,4.916,5.478,116.00,25.650
2024-01-07T00:00,1.534,2.790,5.260,7.382,113.00,25.700
2024-01-07T00:30,1.500,2.470,5.306,7.857,106.00,25.700
2024-01-07T01:00,1.512,2.630,5.121,8.178,105.00,25.750
2024-01-07T01:30,1.509,2.750,5.322,7.799,115.00,25.750
2024-01-07T02:00,1.429,2.190,5.082,7.612,111.00,25.750
2024-01-07T02:30,1.429,2.630,5.010,7.856,105.00,25.800
2024-01-07T03:00,1.415,2.120,5.249,8.155,105.00,25.800
2024-01-07T03:30,1.373,2.330,5.017,8.189,109.00,25.750
2024-01-07T04:00,1.334,2.380,5.133,8.581,116.00,25.800
2024-01-07T04:30,1.359,2.520,4.910,7.010,106.00,25.750
2024-01-07T05:00,1.376,2.540,5.106,7.906,118.00,25.750
2024-01-07T05:30,1.393,2.170,5.039,7.585,108.00,25.750
2024-01-07T06:00,1.294,1.920,5.113,8.178,104.00,25.750
2024-01-07T06:30,1.303,2.620,4.981,7.878,109.00,25.750
2024-01-07T07:00,1.263,1.830,4.755,8.177,105.00,25.750
2024-01-07T07:30,1.301,2.250,4.715,8.219,112.00,25.800
2024-01-07T08:00,1.397,2.284,4.982,7.837,108.00,25.800
2024-01-07T08:30,1.279,2.390,4.791,7.739,102.00,25.800
2024-01-07T09:00,1.400,2.388,5.142,7.833,102.00,25.800
2024-01-07T09:30,1.359,2.274,5.113,8.334,101.00,25.800
2024-01-07T10:00,1.347,2.370,4.908,7.797,104.00,25.800
2024-01-07T10:30,1.541,2.290,5.313,8.410,104.00,25.800
2024-01-07T11:00,1.496,2.260,5.027,8.241,101.00,25.800
2024-01-07T11:30,1.538,3.100,5.299,8.537,109.00,25.800
2024-01-07T12:00,1.565,2.490,5.555,8.203,106.00,25.850
2024-01-07T12:30,1.588,3.097,5.288,8.021,118.00,25.800
2024-01-07T13:00,1.537,2.500,5.131,8.173,111.00,25.850
2024-01-07T13:30,1.577,2.780,5.273,8.574,115.00,25.900
2024-01-07T14:00,1.625,3.040,5.438,8.210,108.00,25.850
2024-01-07T14:30,1.517,2.520,5.425,8.382,115.00,25.850
2024-01-07T15:00,1.693,2.340,5.657,8.158,112.00,25.850
2024-01-07T15:30,1.675,3.050,5.964,8.310,112.00,25.900
2024-01-07T16:00,1.527,2.410,5.291,7.867,111.00,25.900
2024-01-07T16:30,1.610,2.350,5.594,8.407,112.00,25.900
2024-01-07T17:00,1.629,2.864,5.498,8.226,108.00,25.900
2024-01-07T17:30,1.615,2.560,5.485,7.910,105.00,25.900
2024-01-07T18:00,1.609,2.820,5.289,8.385,111.00,25.900
2024-01-07T18:30,1.538,2.380,5.269,8.506,105.00,25.900
2024-01-07T19:00,1.612,2.840,5.521,8.144,105.00,25.900
2024-01-07T19:30,1.568,2.392,5.170,8.134,116.00,25.900
2024-01-07T20:00,1.701,3.120,5.803,8.091,108.00,25.900
2024-01-07T20:30,1.512,2.580,5.375,8.546,111.00,25.850
2024-01-07T21:00,1.588,2.450,5.570,7.979,102.00,25.900
2024-01-07T21:30,1.644,2.720,5.888,8.284,102.00,25.900
2024-01-07T22:00,1.617,2.830,5.541,8.223,106.00,25.900
2024-01-07T22:30,1.622,2.540,5.770,7.895,112.00,25.900
2024-01-07T23:00,1.750,2.690,5.928,8.192,108.00,25.900
2024-01-07T23:30,1.666,2.950,5.692,8.467,106.00,25.900
2024-01-08T00:00,1.633,2.460,5.774,7.973,101.00,25.850
2024-01-08T00:30,1.545,2.220,5.831,8.438,106.00,25.900
2024-01-08T01:00,1.473,2.790,5.637,8.544,104.00,25.850
2024-01-08T01:30,1.601,2.480,6.015,7.913,99.00,25.850
2024-01-08T02:00,1.424,2.630,5.858,8.159,106.00,25.900
2024-01-08T02:30,1.448,2.380,5.831,8.575,109.00,25.850
2024-01-08T03:00,1.517,2.420,6.175,8.222,104.00,25.900
2024-01-08T03:30,1.483,2.690,5.718,8.196,112.00,25.850
2024-01-08T04:00,1.398,2.270,5.673,8.514,106.00,25.850
2024-01-08T04:30,1.401,2.590,5.748,8.243,105.00,25.850
2024-01-08T05:00,1.384,2.330,5.755,8.797,112.00,25.850
2024-01-08T05:30,1.285,2.120,5.618,8.029,109.00,25.900
2024-01-08T06:00,1.316,1.830,5.750,8.747,113.00,25.900
2024-01-08T06:30,1.385,2.300,5.761,8.182,101.00,25.900
2024-01-08T07:00,1.382,2.320,5.987,8.505,109.00,25.900
2024-01-08T07:30,1.378,2.270,5.977,8.058,106.00,26.000
2024-01-08T08:00,1.222,2.330,5.650,8.473,109.00,26.100
2024-01-08T08:30,1.378,2.280,6.037,8.200,116.00,26.050
2024-01-08T09:00,1.525,2.830,6.246,8.461,112.00,26.150
2024-01-08T09:30,1.368,2.110,6.041,7.910,113.00,26.250
2024-01-08T10:00,1.278,1.970,5.633,8.592,109.00,26.250
2024-01-08T10:30,1.384,2.050,5.865,8.851,119.00,26.200
2024-01-08T11:00,1.294,1.970,6.068,8.224,111.00,26.250
2024-01-08T11:30,1.387,2.040,6.060,8.418,109.00,26.350
2024-01-08T12:00,1.265,2.130,5.637,8.544,115.00,26.450
2024-01-08T12:30,1.393,2.370,5.703,8.427,115.00,26.450
2024-01-08T13:00,1.380,2.680,6.018,8.191,111.00,26.600
2024-01-08T13:30,1.394,2.110,6.024,8.370,113.00,26.650
2024-01-08T14:00,1.488,2.770,6.121,8.472,116.00,26.600
2024-01-08T14:30,1.453,2.250,5.901,8.173,115.00,26.600
2024-01-08T15:00,1.275,2.260,5.816,8.232,113.00,26.650
2024-01-08T15:30,1.376,2.880,5.880,8.149,111.00,26.650
2024-01-08T16:00,1.427,2.280,6.116,8.415,112.00,26.700
2024-01-08T16:30,1.388,2.050,5.803,8.279,111.00,26.700
2024-01-08T17:00,1.345,2.040,5.928,8.210,109.00,26.600
2024-01-08T17:30,1.382,2.290,5.931,8.271,108.00,26.550
2024-01-08T18:00,1.317,2.220,5.904,8.401,106.00,26.450
2024-01-08T18:30,1.348,2.260,6.104,8.455,108.00,26.500
2024-01-08T19:00,1.251,1.890,6.153,8.258,106.00,26.400
2024-01-08T19:30,1.302,2.023,5.858,7.302,111.00,26.400
2024-01-08T20:00,1.292,2.184,5.988,8.467,111.00,26.450
2024-01-08T20:30,1.199,1.923,5.818,7.588,108.00,26.450
2024-01-08T21:00,1.184,1.724,5.910,8.692,113.00,26.450
2024-01-08T21:30,1.229,1.810,5.996,8.401,111.00,26.450
2024-01-08T22:00,1.166,1.874,5.983,8.193,-99.9,26.400
2024-01-08T22:30,1.120,1.860,5.956,8.531,111.00,26.400
2024-01-08T23:00,1.182,2.010,5.931,8.410,104.00,26.350
2024-01-08T23:30,1.171,1.820,5.759,7.303,109.00,26.350
2024-01-09T00:00,1.278,2.090,5.990,8.280,101.00,26.350
2024-01-09T00:30,1.300,2.040,6.347,8.479,108.00,26.300
2024-01-09T01:00,1.358,2.320,6.044,8.301,99.00,26.250
2024-01-09T01:30,1.320,2.190,6.134,8.442,98.00,26.250
2024-01-09T02:00,1.257,2.240,6.149,8.514,104.00,26.300
2024-01-09T02:30,1.121,1.910,5.571,7.560,97.00,26.300
2024-01-09T03:00,1.206,1.900,5.832,8.437,99.00,26.250
2024-01-09T03:30,1.115,1.700,5.861,8.201,97.00,26.250
2024-01-09T04:00,1.129,1.850,5.789,8.454,98.00,26.250
2024-01-09T04:30,1.101,1.670,5.882,8.270,101.00,26.250
2024-01-09T05:00,1.068,1.700,5.782,8.547,105.00,26.250
2024-01-09T05:30,1.057,1.940,5.725,7.544,102.00,26.250
2024-01-09T06:00,1.072,1.740,5.828,7.818,104.00,26.200
2024-01-09T06:30,1.011,1.650,5.811,8.465,99.00,26.300
